,state,numcol,yieldpercol,yieldpercol_kg,totalprod,totalprod_kg,totalprod_to,stocks,stocks_to,priceperlb,priceperkg,pricepertonne,prodvalue,year,StateName,Region,FIPS,CLOTHIANIDIN,IMIDACLOPRID,THIAMETHOXAM,ACETAMIPRID,THIACLOPRID,AllNeonic
547,MS,18000.0,73,33.11224301,1314000.0,596020.37418,596.02037418,591000.0,268.07309067,0.54,1.190496215798339,1190.496215798339,710000.0,1999,Mississippi,South,28,0.0,2514.3,0.0,0.0,0.0,2514.3
548,MS,18000.0,78,35.38020486,1404000.0,636843.6874800001,636.84368748,281000.0,127.45945597,1.23,2.711685824873994,2711.685824873994,1727000.0,2002,Mississippi,South,28,0.0,4080.3,3439.8,177.6,0.0,7697.7
549,MS,18000.0,86,39.00894382,1548000.0,702160.98876,702.16098876,898000.0,407.32594825999996,0.58,1.27868112067229,1278.6811206722898,898000.0,1998,Mississippi,South,28,0.0,1404.8,0.0,0.0,0.0,1404.8
550,MS,19000.0,85,38.55535145,1615000.0,732551.67755,732.55167755,113000.0,51.25593781,1.73,3.813997135798382,3813.9971357983823,2794000.0,2016,Mississippi,South,28,5796.2,9323.8,20000.0,807.8,0.0,35927.8
551,MS,20000.0,112,50.80234544,2240000.0,1016046.9088000001,1016.0469088,45000.0,20.41165665,2.01,4.431291469916038,4431.291469916039,4502000.0,2014,Mississippi,South,28,17883.5,16294.1,22734.8,542.2,0.0,57454.6
552,MS,21000.0,69,31.29787353,1449000.0,657255.34413,657.25534413,246000.0,111.58372302,1.29,2.843963182184921,2843.963182184921,1869000.0,2003,Mississippi,South,28,0.0,4981.0,2110.9,80.7,0.0,7172.6
553,MT,86000.0,92,41.73049804,7912000.0,3588822.8314400003,3588.82283144,1187000.0,538.41414319,0.57,1.256634894453802,1256.6348944538022,4510000.0,1991,Montana,West,30,,,,,,
554,MT,87000.0,110,49.895160700000005,9570000.0,4340878.9809,4340.8789809,1818000.0,824.63092866,0.55,1.2125424420168267,1212.5424420168267,5264000.0,1992,Montana,West,30,,,,,,
555,MT,95000.0,98,44.45205226,9310000.0,4222944.9647,4222.9449647,1583000.0,718.0367217099999,0.54,1.190496215798339,1190.496215798339,5027000.0,1993,Montana,West,30,,,,,,
556,MT,106000.0,80,36.287389600000004,8480000.0,3846463.2976,3846.4632976,1781000.0,807.84801097,0.72,1.5873282877311183,1587.3282877311185,6106000.0,1995,Montana,West,30,0.0,7.9,0.0,0.0,0.0,7.9
557,MT,107000.0,120,54.4310844,12840000.0,5824126.0308,5824.1260308,4237000.0,1921.87087169,0.74,1.631420740168094,1631.4207401680942,9502000.0,1997,Montana,West,30,0.0,128.3,0.0,0.0,0.0,128.3
558,MT,117000.0,60,27.2155422,7020000.0,3184218.4374,3184.2184374,1825000.0,827.8060752499999,0.88,1.9400679072269227,1940.0679072269227,6178000.0,1996,Montana,West,30,0.0,89.0,0.0,0.0,0.0,89.0
559,MT,119000.0,105,47.62719885,12495000.0,5667636.66315,5667.63666315,3624000.0,1643.81874888,0.52,1.1464037633613633,1146.4037633613634,6497000.0,1994,Montana,West,30,,,,,,
560,MT,115000.0,122,55.33826914,14030000.0,6363900.9511,6363.9009510999995,5472000.0,2482.05744864,0.64,1.4109584779832165,1410.9584779832167,8979000.0,1998,Montana,West,30,0.0,44.5,0.0,0.0,0.0,44.5
561,MT,122000.0,70,31.751465900000003,8540000.0,3873678.8398,3873.6788398,2135000.0,968.41970995,0.6,1.3227735731092654,1322.7735731092655,5124000.0,1999,Montana,West,30,0.0,264.2,0.0,0.0,0.0,264.2
562,MT,124000.0,88,39.916128560000004,10912000.0,4949599.94144,4949.59994144,4692000.0,2128.25540004,0.59,1.3007273468907776,1300.7273468907777,6438000.0,2000,Montana,West,30,0.0,616.7,0.0,0.0,0.0,616.7
563,MT,130000.0,67,30.390688790000002,8710000.0,3950789.5427,3950.7895427,3136000.0,1422.46567232,0.86,1.895975454789947,1895.9754547899472,7491000.0,2005,Montana,West,30,87.4,355.8,169.0,9.7,0.0,621.9
564,MT,132000.0,79,35.83379723,10428000.0,4730061.23436,4730.06123436,1981000.0,898.56648497,0.95,2.094391490756337,2094.391490756337,9907000.0,2006,Montana,West,30,17.5,294.4,82.4,6.8,0.0,401.1
565,MT,134000.0,63,28.576319310000002,8442000.0,3829226.7875400004,3829.22678754,1097000.0,497.59082989,1.38,3.0423792181513103,3042.3792181513104,11650000.0,2002,Montana,West,30,0.0,55.2,54.1,0.0,0.0,109.3
566,MT,134000.0,70,31.751465900000003,9380000.0,4254696.430600001,4254.6964306,4596000.0,2084.71053252,1.37,3.020332991932823,3020.332991932823,12851000.0,2008,Montana,West,30,443.8,166.4,410.9,6.2,0.0,1027.3
567,MT,135000.0,68,30.84428116,9180000.0,4163977.9566,4163.9779566,2479000.0,1124.45548523,0.99,2.1825763956302877,2182.576395630288,9088000.0,2007,Montana,West,30,96.1,147.3,80.1,4.8,0.0,328.3
568,MT,136000.0,102,46.266421740000006,13872000.0,6292233.35664,6292.23335664,4578000.0,2076.54586986,0.67,1.47709715663868,1477.09715663868,9294000.0,2001,Montana,West,30,0.0,296.6,6.0,0.0,0.0,302.6
569,MT,140000.0,77,34.926612490000004,10780000.0,4889725.7486000005,4889.7257486,3773000.0,1711.4040120099999,1.08,2.380992431596678,2380.992431596678,11642000.0,2004,Montana,West,30,110.0,201.4,67.7,9.3,0.0,388.4
570,MT,145000.0,52,23.586803240000002,7540000.0,3420086.4698,3420.0864698,2413000.0,1094.51838881,1.95,4.2990141126051125,4299.014112605113,14703000.0,2012,Montana,West,30,1460.8,8595.8,3206.4,0.0,0.0,13263.0
571,MT,145000.0,66,29.937096420000003,9570000.0,4340878.9809,4340.8789809,1914000.0,868.17579618,1.44,3.1746565754622367,3174.656575462237,13781000.0,2003,Montana,West,30,0.0,139.8,29.7,9.6,0.0,179.1
572,MT,145000.0,72,32.658650640000005,10440000.0,4735504.342800001,4735.5043428,2506000.0,1136.70247922,2.3,5.070632030252184,5070.632030252184,24012000.0,2017,Montana,West,30,,,,,,
573,MT,145000.0,92,41.73049804,13340000.0,6050922.2158,6050.9222158,3202000.0,1452.40276874,1.7,3.7478584571429185,3747.8584571429187,22678000.0,2011,Montana,West,30,801.9,5994.0,5910.6,0.0,0.0,12706.5
574,MT,146000.0,70,31.751465900000003,10220000.0,4635714.0214,4635.7140214,3577000.0,1622.49990749,1.46,3.2187490278992126,3218.7490278992127,14921000.0,2009,Montana,West,30,621.9,2619.0,2471.6,4.9,0.0,5717.4
575,MT,146000.0,83,37.648166710000005,12118000.0,5496632.33966,5496.63233966,3757000.0,1704.14653409,1.94,4.2769678863866245,4276.967886386625,23509000.0,2015,Montana,West,30,0.0,1130.6,36.6,0.7,0.0,1167.9
576,MT,157000.0,74,33.56583538,11618000.0,5269836.1546600005,5269.83615466,2905000.0,1317.68583485,1.58,3.483303742521066,3483.303742521066,18356000.0,2010,Montana,West,30,2595.9,5529.1,4624.7,6.4,0.0,12756.1
577,MT,159000.0,77,34.926612490000004,12243000.0,5553331.385910001,5553.33138591,3183000.0,1443.78451371,1.77,3.902182040672333,3902.182040672333,21670000.0,2016,Montana,West,30,0.0,172.0,137.0,0.0,0.0,309.0
578,MT,159000.0,94,42.63768278,14946000.0,6779391.56202,6779.39156202,5231000.0,2372.7416874699998,2.09,4.607661279663941,4607.661279663941,31237000.0,2013,Montana,West,30,1438.8,18253.6,5728.2,5.1,0.0,25425.7
579,MT,162000.0,88,39.916128560000004,14256000.0,6466412.82672,6466.412826719999,5132000.0,2327.83604284,2.09,4.607661279663941,4607.661279663941,29795000.0,2014,Montana,West,30,2529.9,9591.7,5759.4,2.6,0.0,17883.6
580,NC,8000.0,58,26.30835746,464000.0,210466.85968000002,210.46685968,139000.0,63.049339429999996,1.19,2.6235009200000428,2623.500920000043,552000.0,1997,North Carolina,South,37,0.0,8065.8,0.0,0.0,0.0,8065.8
581,NC,12000.0,44,19.958064280000002,528000.0,239496.77136,239.49677136,53000.0,24.04039561,1.04,2.2928075267227266,2292.807526722727,549000.0,1996,North Carolina,South,37,0.0,1881.2,0.0,0.0,0.0,1881.2
582,NC,12000.0,52,23.586803240000002,624000.0,283041.63888000004,283.04163888,162000.0,73.48196394,0.84,1.8518830023529715,1851.8830023529717,524000.0,1995,North Carolina,South,37,0.0,610.6,0.0,0.0,0.0,610.6
583,NC,15000.0,45,20.41165665,675000.0,306174.84975,306.17484974999996,95000.0,43.09127515,0.79,1.741651871260533,1741.651871260533,533000.0,1992,North Carolina,South,37,,,,,,
584,NC,15000.0,53,24.04039561,795000.0,360605.93415000004,360.60593415,143000.0,64.86370891,0.9,1.9841603596638981,1984.1603596638984,716000.0,1993,North Carolina,South,37,,,,,,
585,NC,15000.0,59,26.761949830000002,885000.0,401429.24745,401.42924745,266000.0,120.65557042,0.95,2.094391490756337,2094.391490756337,841000.0,1994,North Carolina,South,37,,,,,,
586,NC,18000.0,58,26.30835746,1044000.0,473550.43428000004,473.55043428,167000.0,75.74992578999999,0.66,1.455050930420192,1455.0509304201921,689000.0,1991,North Carolina,South,37,,,,,,
587,NC,10000.0,38,17.23651006,380000.0,172365.1006,172.3651006,84000.0,38.10175908,3.67,8.090965022185006,8090.965022185007,1395000.0,2013,North Carolina,South,37,14693.5,19714.7,12080.0,261.4,68.7,46818.3
588,NC,10000.0,44,19.958064280000002,440000.0,199580.6428,199.5806428,79000.0,35.83379723,1.92,4.2328754339496495,4232.875433949649,845000.0,2003,North Carolina,South,37,0.0,2504.1,1090.6,0.0,0.0,3594.7
589,NC,10000.0,50,22.6796185,500000.0,226796.185,226.796185,215000.0,97.52235955,1.57,3.461257516302578,3461.257516302578,785000.0,2006,North Carolina,South,37,4395.6,7366.0,7042.1,565.0,440.6,19809.3
590,NC,10000.0,54,24.49398798,540000.0,244939.87980000002,244.9398798,146000.0,66.22448602,1.88,4.144690529075698,4144.690529075699,1015000.0,2005,North Carolina,South,37,3804.9,6303.5,1130.8,81.7,199.4,11520.3
591,NC,11000.0,41,18.59728717,451000.0,204570.15887,204.57015887,99000.0,44.90564463,4.34,9.568062178823686,9568.062178823688,1957000.0,2017,North Carolina,South,37,,,,,,
592,NC,11000.0,45,20.41165665,495000.0,224528.22315,224.52822315,84000.0,38.10175908,2.57,5.665880138151353,5665.880138151354,1272000.0,2009,North Carolina,South,37,8952.2,5843.9,12735.9,376.6,7.2,27915.8
593,NC,11000.0,49,22.22602613,539000.0,244486.28743000003,244.48628743,243000.0,110.22294590999999,1.43,3.152610349243749,3152.610349243749,771000.0,2000,North Carolina,South,37,0.0,2145.2,0.0,0.0,0.0,2145.2
594,NC,12000.0,37,16.78291769,444000.0,201395.01228000002,201.39501228,89000.0,40.36972093,4.78,10.538096132437149,10538.09613243715,2122000.0,2016,North Carolina,South,37,10668.5,24306.5,3115.5,728.4,0.0,38818.9
595,NC,12000.0,43,19.50447191,516000.0,234053.66292,234.05366292,88000.0,39.91612856,3.49,7.694132950252228,7694.1329502522285,1801000.0,2014,North Carolina,South,37,20227.0,27637.0,10012.9,320.0,238.7,58435.6
596,NC,12000.0,45,20.41165665,540000.0,244939.87980000002,244.9398798,103000.0,46.72001411,4.51,9.942848024537978,9942.848024537978,2435000.0,2015,North Carolina,South,37,644.6,13326.1,4136.0,552.1,185.9,18844.7
597,NC,12000.0,45,20.41165665,540000.0,244939.87980000002,244.9398798,76000.0,34.47302012,2.49,5.489510328403452,5489.510328403452,1345000.0,2007,North Carolina,South,37,8126.6,4319.2,6838.4,134.5,218.7,19637.4
598,NC,12000.0,52,23.586803240000002,624000.0,283041.63888000004,283.04163888,137000.0,62.14215469,2.18,4.806077315630332,4806.077315630332,1360000.0,2008,North Carolina,South,37,4130.6,5478.6,15193.8,369.2,298.2,25470.4
599,NC,13000.0,39,17.69010243,507000.0,229971.33159000002,229.97133159,106000.0,48.08079122,3.76,8.289381058151395,8289.381058151397,1906000.0,2012,North Carolina,South,37,23591.4,12598.5,12417.2,497.8,45.8,49150.7
600,NC,13000.0,44,19.958064280000002,572000.0,259454.83564,259.45483564,172000.0,78.01788764,1.48,3.262841480336188,3262.8414803361884,847000.0,2001,North Carolina,South,37,0.0,3898.4,0.0,0.0,0.0,3898.4
601,NC,13000.0,46,20.86524902,598000.0,271248.23726,271.24823726,144000.0,65.31730128,2.66,5.864296174117744,5864.296174117744,1591000.0,2010,North Carolina,South,37,7108.9,7916.6,7038.0,742.9,121.1,22927.5
602,NC,14000.0,62,28.12272694,868000.0,393718.17716,393.71817716,95000.0,43.09127515,2.83,6.239082019832035,6239.082019832036,2456000.0,2011,North Carolina,South,37,10678.5,13127.3,13596.8,110.7,170.4,37683.7
603,NC,16000.0,42,19.05087954,672000.0,304814.07264,304.81407264,74000.0,33.565835379999996,1.41,3.1085178968067737,3108.517896806774,948000.0,2002,North Carolina,South,37,0.0,3016.9,2331.3,0.0,0.0,5348.2
604,NC,8000.0,59,26.761949830000002,472000.0,214095.59864,214.09559864,151000.0,68.49244786999999,1.38,3.0423792181513103,3042.3792181513104,651000.0,1998,North Carolina,South,37,0.0,6576.4,0.0,0.0,0.0,6576.4
605,NC,9000.0,40,18.143694800000002,360000.0,163293.2532,163.2932532,72000.0,32.65865064,1.93,4.2549216601681366,4254.921660168137,695000.0,2004,North Carolina,South,37,4368.0,5573.4,1280.5,53.1,28.3,11303.3
606,NC,9000.0,46,20.86524902,414000.0,187787.24118,187.78724118,104000.0,47.17360648,1.62,3.5714886473950167,3571.4886473950173,671000.0,1999,North Carolina,South,37,0.0,3549.8,0.0,0.0,0.0,3549.8
607,ND,215000.0,103,46.72001411,22145000.0,10044803.03365,10044.80303365,3100000.0,1406.136347,0.54,1.190496215798339,1190.496215798339,11958000.0,1991,North Dakota,Midwest,38,,,,,,
608,ND,220000.0,90,40.8233133,19800000.0,8981128.926,8981.128926,2772000.0,1257.35804964,0.52,1.1464037633613633,1146.4037633613634,10296000.0,1993,North Dakota,Midwest,38,,,,,,
609,ND,220000.0,108,48.98797596,23760000.0,10777354.7112,10777.3547112,3802000.0,1724.5581907399999,0.67,1.47709715663868,1477.09715663868,15919000.0,1995,North Dakota,Midwest,38,,,,,,
610,ND,230000.0,86,39.00894382,19780000.0,8972057.0786,8972.057078599999,4945000.0,2243.0142696499997,0.9,1.9841603596638981,1984.1603596638984,17802000.0,1996,North Dakota,Midwest,38,,,,,,
611,ND,235000.0,138,62.59574706,32430000.0,14710000.5591,14710.000559099999,7459000.0,3383.34548783,0.48,1.0582188584874124,1058.2188584874123,15566000.0,1994,North Dakota,Midwest,38,,,,,,
612,ND,240000.0,91,41.276905670000005,21840000.0,9906457.3608,9906.4573608,2184000.0,990.64573608,0.53,1.1684499895798512,1168.4499895798513,11575000.0,1992,North Dakota,Midwest,38,,,,,,
613,ND,245000.0,100,45.359237,24500000.0,11113013.065000001,11113.013065,7350000.0,3333.9039195,0.74,1.631420740168094,1631.4207401680942,18130000.0,1997,North Dakota,Midwest,38,0.0,951.0,0.0,0.0,0.0,951.0
614,ND,230000.0,128,58.05982336,29440000.0,13353759.3728,13353.7593728,8832000.0,4006.12781184,0.63,1.3889122517647288,1388.9122517647288,18547000.0,1998,North Dakota,Midwest,38,0.0,2019.4,0.0,0.0,0.0,2019.4
615,ND,255000.0,105,47.62719885,26775000.0,12144935.70675,12144.93570675,8836000.0,4007.9421813199997,0.59,1.3007273468907776,1300.7273468907777,15797000.0,1999,North Dakota,Midwest,38,0.0,7948.8,0.0,0.0,0.0,7948.8
616,ND,280000.0,96,43.544867520000004,26880000.0,12192562.9056,12192.5629056,9408000.0,4267.39701696,0.69,1.5211896090756551,1521.1896090756552,18547000.0,2001,North Dakota,Midwest,38,0.0,3084.9,131.3,0.0,0.0,3216.2
617,ND,300000.0,115,52.163122550000004,34500000.0,15648936.765,15648.936765,13800000.0,6259.574705999999,0.57,1.256634894453802,1256.6348944538022,19665000.0,2000,North Dakota,Midwest,38,0.0,5383.0,0.0,0.0,0.0,5383.0
618,ND,320000.0,75,34.01942775,24000000.0,10886216.88,10886.21688,8160000.0,3701.3137392,1.46,3.2187490278992126,3218.7490278992127,35040000.0,2002,North Dakota,Midwest,38,0.0,3251.9,484.7,0.0,0.0,3736.6
619,ND,340000.0,87,39.46253619,29580000.0,13417262.3046,13417.262304599999,6803000.0,3085.78889311,1.36,2.9982867657143353,2998.2867657143356,40229000.0,2003,North Dakota,Midwest,38,0.0,2593.3,424.3,0.0,0.0,3017.6
620,ND,350000.0,74,33.56583538,25900000.0,11748042.383000001,11748.042383,7770000.0,3524.4127149,0.91,2.006206585882386,2006.2065858823862,23569000.0,2006,North Dakota,Midwest,38,2362.6,7025.1,4886.4,0.0,0.0,14274.1
621,ND,370000.0,91,41.276905670000005,33670000.0,15272455.097900001,15272.4550979,8418000.0,3818.3405706599997,0.83,1.8298367761344838,1829.836776134484,27946000.0,2005,North Dakota,Midwest,38,3687.3,3156.5,5942.6,0.0,0.0,12786.4
622,ND,390000.0,78,35.38020486,30420000.0,13798279.8954,13798.279895399999,9126000.0,4139.48396862,1.05,2.3148537529412145,2314.8537529412147,31941000.0,2004,North Dakota,Midwest,38,738.0,10202.8,2253.4,0.0,0.0,13194.2
623,ND,400000.0,90,40.8233133,36000000.0,16329325.32,16329.32532,8640000.0,3919.0380768,1.36,2.9982867657143353,2998.2867657143356,48960000.0,2008,North Dakota,Midwest,38,8445.2,9953.0,22254.7,0.0,0.0,40652.9
624,ND,420000.0,74,33.56583538,31080000.0,14097650.8596,14097.6508596,9013000.0,4088.22803081,0.96,2.1164377169748247,2116.4377169748245,29837000.0,2007,North Dakota,Midwest,38,4917.7,6865.7,10283.6,0.0,0.0,22067.0
625,ND,450000.0,77,34.926612490000004,34650000.0,15716975.6205,15716.9756205,7623000.0,3457.7346365099997,1.38,3.0423792181513103,3042.3792181513104,47817000.0,2009,North Dakota,Midwest,38,16750.7,17809.8,22704.7,0.0,0.0,57265.2
626,ND,455000.0,74,33.56583538,33670000.0,15272455.097900001,15272.4550979,4377000.0,1985.37380349,1.89,4.166736755294186,4166.736755294186,63636000.0,2017,North Dakota,Midwest,38,,,,,,
627,ND,460000.0,71,32.20505827,32660000.0,14814326.804200001,14814.3268042,7512000.0,3407.38588344,1.67,3.681719778487455,3681.7197784874556,54542000.0,2011,North Dakota,Midwest,38,21339.7,13844.6,17261.4,0.0,0.0,52445.7
628,ND,480000.0,69,31.29787353,33120000.0,15022979.294400001,15022.9792944,5962000.0,2704.31770994,1.92,4.2328754339496495,4232.875433949649,63590000.0,2012,North Dakota,Midwest,38,47176.9,25924.6,23480.2,0.0,0.0,96581.7
629,ND,480000.0,69,31.29787353,33120000.0,15022979.294400001,15022.9792944,6955000.0,3154.73493335,2.04,4.497430148571502,4497.430148571503,67565000.0,2013,North Dakota,Midwest,38,78412.3,42333.5,22190.4,0.0,0.0,142936.2
630,ND,485000.0,78,35.38020486,37830000.0,17159399.357100002,17159.3993571,6809000.0,3088.51044733,1.85,4.078551850420236,4078.5518504202355,69986000.0,2016,North Dakota,Midwest,38,546.6,2346.7,1684.6,0.0,0.0,4577.9
631,ND,490000.0,74,33.56583538,36260000.0,16447259.3362,16447.2593362,9428000.0,4276.46886436,1.8,3.9683207193277963,3968.3207193277967,65268000.0,2015,North Dakota,Midwest,38,119.0,12808.6,3281.1,0.0,0.0,16208.7
632,ND,490000.0,86,39.00894382,42140000.0,19114382.4718,19114.3824718,9271000.0,4205.25486227,1.99,4.387199017479063,4387.1990174790635,83859000.0,2014,North Dakota,Midwest,38,49015.4,33305.4,41192.1,0.0,0.0,123512.9
633,ND,510000.0,91,41.276905670000005,46410000.0,21051221.8917,21051.2218917,12995000.0,5894.43284815,1.5,3.3069339327731635,3306.9339327731636,69615000.0,2010,North Dakota,Midwest,38,15085.3,28013.3,17703.9,0.0,0.0,60802.5
634,NE,60000.0,73,33.11224301,4380000.0,1986734.5806,1986.7345805999998,1402000.0,635.93650274,0.73,1.6093745139496063,1609.3745139496064,3197000.0,1995,Nebraska,Midwest,31,0.0,30.1,0.0,0.0,0.0,30.1
635,NE,61000.0,67,30.390688790000002,4087000.0,1853832.01619,1853.8320161899999,2738000.0,1241.9359090599999,0.77,1.6975594188235574,1697.5594188235575,3147000.0,1997,Nebraska,Midwest,31,0.0,539.3,0.0,0.0,0.0,539.3
636,NE,65000.0,75,34.01942775,4875000.0,2211262.80375,2211.26280375,1755000.0,796.05460935,0.92,2.028252812100874,2028.2528121008738,4485000.0,1996,Nebraska,Midwest,31,0.0,1.9,0.0,0.0,0.0,1.9
637,NE,72000.0,55,24.947580350000003,3960000.0,1796225.7852,1796.2257852,1465000.0,664.51282205,0.56,1.2345886682353144,1234.5886682353146,2218000.0,1994,Nebraska,Midwest,31,,,,,,
638,NE,83000.0,70,31.751465900000003,5810000.0,2635371.6697,2635.3716697,930000.0,421.8409041,0.53,1.1684499895798512,1168.4499895798513,3079000.0,1993,Nebraska,Midwest,31,,,,,,
639,NE,96000.0,75,34.01942775,7200000.0,3265865.0640000002,3265.865064,792000.0,359.24515704,0.53,1.1684499895798512,1168.4499895798513,3816000.0,1992,Nebraska,Midwest,31,,,,,,
640,NE,108000.0,67,30.390688790000002,7236000.0,3282194.38932,3282.19438932,1302000.0,590.57726574,0.53,1.1684499895798512,1168.4499895798513,3835000.0,1991,Nebraska,Midwest,31,,,,,,
641,NE,36000.0,67,30.390688790000002,2412000.0,1094064.79644,1094.06479644,1254000.0,568.80483198,1.45,3.1967028016807246,3196.702801680725,3497000.0,2008,Nebraska,Midwest,31,52254.1,9830.7,19963.0,0.0,0.0,82047.8
642,NE,40000.0,68,30.84428116,2720000.0,1233771.2464,1233.7712463999999,2530000.0,1147.5886960999999,0.87,1.918021681008435,1918.021681008435,2366000.0,2005,Nebraska,Midwest,31,36206.1,7809.4,8869.2,0.0,0.0,52884.7
643,NE,41000.0,55,24.947580350000003,2255000.0,1022850.7943500001,1022.85079435,902000.0,409.14031774,1.51,3.3289801589916515,3328.9801589916515,3405000.0,2010,Nebraska,Midwest,31,27720.9,32164.3,40789.9,0.0,0.0,100675.1
644,NE,41000.0,59,26.761949830000002,2419000.0,1097239.94303,1097.23994303,653000.0,296.19581761,1.75,3.8580895882353574,3858.089588235358,4233000.0,2011,Nebraska,Midwest,31,74180.9,27016.1,37316.3,0.0,0.0,138513.3
645,NE,42000.0,63,28.576319310000002,2646000.0,1200205.41102,1200.20541102,423000.0,191.86957250999998,1.99,4.387199017479063,4387.1990174790635,5266000.0,2017,Nebraska,Midwest,31,,,,,,
646,NE,43000.0,48,21.772433760000002,2064000.0,936214.65168,936.21465168,1115000.0,505.75549255,0.72,1.5873282877311183,1587.3282877311185,1486000.0,2001,Nebraska,Midwest,31,0.0,1552.8,22.9,0.0,0.0,1575.7
647,NE,43000.0,65,29.48350405,2795000.0,1267790.67415,1267.7906741499999,1146000.0,519.8168560199999,1.93,4.2549216601681366,4254.921660168137,5394000.0,2012,Nebraska,Midwest,31,115264.2,24340.8,47666.3,0.0,0.0,187271.3
648,NE,43000.0,75,34.01942775,3225000.0,1462835.39325,1462.83539325,1161000.0,526.62074157,1.49,3.284887706554676,3284.8877065546762,4805000.0,2002,Nebraska,Midwest,31,0.0,363.3,306.0,0.0,0.0,669.3
649,NE,45000.0,49,22.22602613,2205000.0,1000171.17585,1000.1711758499999,1477000.0,669.95593049,1.03,2.270761300504239,2270.761300504239,2271000.0,2007,Nebraska,Midwest,31,31003.7,3883.7,14695.1,0.0,0.0,49582.5
650,NE,45000.0,74,33.56583538,3330000.0,1510462.5921,1510.4625921,1299000.0,589.21648863,1.38,3.0423792181513103,3042.3792181513104,4595000.0,2003,Nebraska,Midwest,31,0.0,135.7,409.1,0.0,0.0,544.8
651,NE,46000.0,60,27.2155422,2760000.0,1251914.9412,1251.9149412,1628000.0,738.44837836,2.07,4.563568827226965,4563.568827226965,5713000.0,2013,Nebraska,Midwest,31,134722.1,18239.1,49819.9,0.0,0.0,202781.1
652,NE,47000.0,73,33.11224301,3431000.0,1556275.4214700002,1556.2754214699999,3843000.0,1743.15547791,0.93,2.0502990383193613,2050.2990383193614,3191000.0,2006,Nebraska,Midwest,31,22747.7,2761.9,8988.5,0.0,0.0,34498.1
653,NE,48000.0,46,20.86524902,2208000.0,1001531.95296,1001.53195296,640000.0,290.2991168,1.91,4.2108292077311615,4210.829207731162,4217000.0,2016,Nebraska,Midwest,31,0.0,2165.9,1421.9,0.0,0.0,3587.8
654,NE,48000.0,56,25.40117272,2688000.0,1219256.29056,1219.25629056,1102000.0,499.85879174,1.46,3.2187490278992126,3218.7490278992127,3924000.0,2009,Nebraska,Midwest,31,52856.2,9245.6,34858.3,0.0,0.0,96960.1
655,NE,50000.0,75,34.01942775,3750000.0,1700971.3875000002,1700.9713875,1688000.0,765.66392056,2.04,4.497430148571502,4497.430148571503,7650000.0,2014,Nebraska,Midwest,31,135037.2,39838.2,51112.9,1.0,0.0,225989.3
656,NE,50000.0,87,39.46253619,4350000.0,1973126.8095000002,1973.1268095,2610000.0,1183.8760857,0.59,1.3007273468907776,1300.7273468907777,2567000.0,2000,Nebraska,Midwest,31,0.0,2204.3,0.0,0.0,0.0,2204.3
657,NE,51000.0,89,40.36972093,4539000.0,2058855.76743,2058.85576743,2043000.0,926.6892119099999,1.01,2.2266688480672636,2226.6688480672638,4584000.0,2004,Nebraska,Midwest,31,31677.0,7570.2,4571.1,0.0,0.0,43818.3
658,NE,57000.0,48,21.772433760000002,2736000.0,1241028.72432,1241.02872432,1450000.0,657.7089364999999,2.04,4.497430148571502,4497.430148571503,5581000.0,2015,Nebraska,Midwest,31,0.0,5562.7,574.6,0.5,0.0,6137.8
659,NE,58000.0,77,34.926612490000004,4466000.0,2025743.5244200001,2025.7435244199999,1965000.0,891.30900705,0.61,1.344819799327753,1344.8197993277533,2724000.0,1999,Nebraska,Midwest,31,0.0,396.8,0.0,0.0,0.0,396.8
660,NE,64000.0,70,31.751465900000003,4480000.0,2032093.8176000002,2032.0938176,2240000.0,1016.0469088,0.86,1.895975454789947,1895.9754547899472,3853000.0,1998,Nebraska,Midwest,31,0.0,591.3,0.0,0.0,0.0,591.3
661,NJ,5000.0,45,20.41165665,225000.0,102058.28325000001,102.05828325,119000.0,53.97749203,0.82,1.8077905499159959,1807.790549915996,185000.0,1996,New Jersey,Northeast,34,0.0,400.7,0.0,0.0,0.0,400.7
662,NJ,8000.0,22,9.979032140000001,176000.0,79832.25712000001,79.83225712,48000.0,21.77243376,0.91,2.006206585882386,2006.2065858823862,160000.0,1992,New Jersey,Northeast,34,,,,,,
663,NJ,8000.0,34,15.42214058,272000.0,123377.12464000001,123.37712463999999,57000.0,25.85476509,0.77,1.6975594188235574,1697.5594188235575,209000.0,1995,New Jersey,Northeast,34,0.0,378.4,0.0,0.0,0.0,378.4
664,NJ,9000.0,28,12.70058636,252000.0,114305.27724000001,114.30527724,116000.0,52.61671492,0.87,1.918021681008435,1918.021681008435,219000.0,1993,New Jersey,Northeast,34,,,,,,
665,NJ,9000.0,33,14.968548210000002,297000.0,134716.93389000001,134.71693389,107000.0,48.53438359,0.63,1.3889122517647288,1388.9122517647288,187000.0,1994,New Jersey,Northeast,34,,,,,,
666,NJ,10000.0,49,22.22602613,490000.0,222260.2613,222.2602613,201000.0,91.17206637,1.04,2.2928075267227266,2292.807526722727,510000.0,1997,New Jersey,Northeast,34,0.0,179.6,0.0,0.0,0.0,179.6
667,NJ,11000.0,31,14.06136347,341000.0,154674.99817,154.67499817,130000.0,58.9670081,0.92,2.028252812100874,2028.2528121008738,314000.0,1991,New Jersey,Northeast,34,,,,,,
